

=== Predictions on test data ===

 inst#     actual  predicted error prediction
   796        1:? 2:atempora       0.867 
   797        1:? 2:atempora       0.998 
   798        1:? 2:atempora       1 
   799        1:? 2:atempora       0.907 
   800        1:? 2:atempora       0.718 
   801        1:? 2:atempora       0.864 
   802        1:? 1:temporal       1 
   803        1:? 2:atempora       0.994 
   804        1:? 2:atempora       1 
   805        1:? 2:atempora       1 
   806        1:? 2:atempora       0.56 
   807        1:? 1:temporal       0.898 
   808        1:? 2:atempora       0.718 
   809        1:? 2:atempora       0.993 
   810        1:? 1:temporal       0.983 
   811        1:? 1:temporal       0.957 
   812        1:? 2:atempora       0.955 
   813        1:? 2:atempora       0.991 
   814        1:? 1:temporal       1 
   815        1:? 2:atempora       0.996 
   816        1:? 1:temporal       0.641 
   817        1:? 2:atempora       0.999 
   818        1:? 2:atempora       0.988 
   819        1:? 2:atempora       0.678 
   820        1:? 2:atempora       1 
   821        1:? 2:atempora       0.996 
   822        1:? 2:atempora       0.999 
   823        1:? 1:temporal       0.857 
   824        1:? 1:temporal       0.898 
   825        1:? 2:atempora       0.773 
   826        1:? 2:atempora       0.999 
   827        1:? 2:atempora       0.839 
   828        1:? 2:atempora       1 
   829        1:? 2:atempora       1 
   830        1:? 1:temporal       0.898 
   831        1:? 2:atempora       0.973 
   832        1:? 1:temporal       0.995 
   833        1:? 2:atempora       0.972 
   834        1:? 1:temporal       1 
   835        1:? 1:temporal       0.854 
   836        1:? 1:temporal       1 
   837        1:? 2:atempora       1 
   838        1:? 2:atempora       0.977 
   839        1:? 2:atempora       0.81 
   840        1:? 2:atempora       0.993 
   841        1:? 2:atempora       1 
   842        1:? 1:temporal       0.661 
   843        1:? 2:atempora       1 
   844        1:? 2:atempora       0.999 
   845        1:? 2:atempora       1 
   846        1:? 2:atempora       1 
   847        1:? 2:atempora       0.678 
   848        1:? 1:temporal       0.743 
   849        1:? 2:atempora       1 
   850        1:? 1:temporal       0.652 
   851        1:? 1:temporal       0.857 
   852        1:? 2:atempora       0.656 
   853        1:? 2:atempora       1 
   854        1:? 2:atempora       1 
   855        1:? 1:temporal       1 
   856        1:? 2:atempora       1 
   857        1:? 2:atempora       0.867 
   858        1:? 2:atempora       1 
   859        1:? 2:atempora       0.97 
   860        1:? 2:atempora       0.867 
   861        1:? 2:atempora       0.992 
   862        1:? 2:atempora       1 
   863        1:? 2:atempora       0.998 
   864        1:? 2:atempora       1 
   865        1:? 2:atempora       0.992 
   866        1:? 1:temporal       0.739 
   867        1:? 2:atempora       0.867 
   868        1:? 2:atempora       0.999 
   869        1:? 2:atempora       0.678 
   870        1:? 2:atempora       0.999 
   871        1:? 1:temporal       0.854 
   872        1:? 2:atempora       0.994 
   873        1:? 2:atempora       0.656 
   874        1:? 2:atempora       0.97 
   875        1:? 2:atempora       0.998 
   876        1:? 1:temporal       0.988 
   877        1:? 2:atempora       1 
   878        1:? 2:atempora       0.994 
   879        1:? 2:atempora       0.998 
   880        1:? 1:temporal       0.84 
   881        1:? 2:atempora       1 
   882        1:? 2:atempora       1 
   883        1:? 1:temporal       0.906 
   884        1:? 2:atempora       0.996 
   885        1:? 2:atempora       1 
   886        1:? 1:temporal       0.843 
   887        1:? 1:temporal       0.898 
   888        1:? 2:atempora       0.834 
   889        1:? 2:atempora       0.622 
   890        1:? 2:atempora       0.977 
   891        1:? 2:atempora       0.869 
   892        1:? 2:atempora       0.908 
   893        1:? 1:temporal       0.997 
   894        1:? 1:temporal       0.84 
   895        1:? 2:atempora       0.995 
   896        1:? 2:atempora       0.678 
   897        1:? 2:atempora       0.921 
   898        1:? 1:temporal       0.765 
   899        1:? 2:atempora       0.796 
   900        1:? 1:temporal       0.737 
   901        1:? 2:atempora       0.506 
   902        1:? 2:atempora       0.936 
   903        1:? 2:atempora       0.923 
   904        1:? 2:atempora       0.956 
   905        1:? 2:atempora       0.994 
   906        1:? 2:atempora       1 
   907        1:? 2:atempora       0.907 
   908        1:? 2:atempora       0.505 
   909        1:? 2:atempora       0.994 
   910        1:? 2:atempora       1 
   911        1:? 2:atempora       0.995 
   912        1:? 2:atempora       0.972 
   913        1:? 2:atempora       0.678 
   914        1:? 2:atempora       0.994 
   915        1:? 1:temporal       0.92 
   916        1:? 2:atempora       1 
   917        1:? 2:atempora       0.906 
   918        1:? 2:atempora       0.718 
   919        1:? 2:atempora       0.941 
   920        1:? 2:atempora       0.678 
   921        1:? 2:atempora       0.985 
   922        1:? 2:atempora       0.677 
   923        1:? 2:atempora       0.987 
   924        1:? 1:temporal       0.54 
   925        1:? 2:atempora       1 
   926        1:? 2:atempora       0.898 
   927        1:? 2:atempora       0.811 
   928        1:? 2:atempora       1 
   929        1:? 1:temporal       0.521 
   930        1:? 2:atempora       1 
   931        1:? 1:temporal       0.923 
   932        1:? 1:temporal       0.739 
   933        1:? 2:atempora       0.996 
   934        1:? 1:temporal       1 
   935        1:? 1:temporal       0.661 
   936        1:? 1:temporal       0.937 
   937        1:? 2:atempora       1 
   938        1:? 1:temporal       0.854 
   939        1:? 2:atempora       1 
   940        1:? 2:atempora       0.744 
   941        1:? 2:atempora       0.718 
   942        1:? 2:atempora       0.968 
   943        1:? 2:atempora       0.997 
   944        1:? 2:atempora       0.972 
   945        1:? 1:temporal       0.939 
   946        1:? 2:atempora       0.97 
   947        1:? 1:temporal       0.842 
   948        1:? 2:atempora       0.971 
   949        1:? 2:atempora       1 
   950        1:? 2:atempora       1 
   951        1:? 1:temporal       0.897 
   952        1:? 1:temporal       0.898 
   953        1:? 1:temporal       0.808 
   954        1:? 2:atempora       1 
   955        1:? 2:atempora       0.907 
   956        1:? 2:atempora       0.999 
   957        1:? 2:atempora       0.978 
   958        1:? 1:temporal       0.712 
   959        1:? 2:atempora       1 
   960        1:? 2:atempora       0.718 
   961        1:? 2:atempora       0.994 
   962        1:? 2:atempora       0.994 
   963        1:? 2:atempora       0.994 
   964        1:? 2:atempora       0.937 
   965        1:? 1:temporal       0.743 
   966        1:? 1:temporal       0.99 
   967        1:? 1:temporal       0.712 
   968        1:? 1:temporal       0.997 
   969        1:? 2:atempora       0.994 
   970        1:? 1:temporal       0.875 
   971        1:? 1:temporal       0.84 
   972        1:? 2:atempora       1 
   973        1:? 2:atempora       0.964 
   974        1:? 2:atempora       0.993 
   975        1:? 2:atempora       0.994 
   976        1:? 2:atempora       0.678 
   977        1:? 2:atempora       1 
   978        1:? 2:atempora       0.928 
   979        1:? 2:atempora       0.973 
   980        1:? 2:atempora       0.999 
   981        1:? 2:atempora       0.994 
   982        1:? 2:atempora       0.812 
   983        1:? 2:atempora       0.995 
   984        1:? 1:temporal       0.924 
   985        1:? 2:atempora       0.997 
   986        1:? 2:atempora       0.999 
   987        1:? 1:temporal       1 
   988        1:? 2:atempora       1 
   989        1:? 2:atempora       0.678 
   990        1:? 1:temporal       0.97 
   991        1:? 2:atempora       1 
   992        1:? 1:temporal       0.722 
   993        1:? 2:atempora       0.94 
   994        1:? 2:atempora       1 
   995        1:? 2:atempora       0.62 
   996        1:? 2:atempora       0.678 
   997        1:? 1:temporal       0.502 
   998        1:? 2:atempora       1 
   999        1:? 2:atempora       0.997 
  1000        1:? 1:temporal       0.742 
  1001        1:? 1:temporal       0.778 
  1002        1:? 2:atempora       1 
  1003        1:? 2:atempora       1 
  1004        1:? 1:temporal       0.63 
  1005        1:? 1:temporal       0.722 
  1006        1:? 1:temporal       0.701 
  1007        1:? 1:temporal       0.854 
  1008        1:? 2:atempora       0.974 
  1009        1:? 2:atempora       0.989 
  1010        1:? 2:atempora       0.987 
  1011        1:? 2:atempora       0.995 
  1012        1:? 2:atempora       1 
  1013        1:? 2:atempora       0.81 
  1014        1:? 2:atempora       0.839 
  1015        1:? 1:temporal       0.63 
  1016        1:? 1:temporal       0.697 
  1017        1:? 1:temporal       0.874 
  1018        1:? 1:temporal       0.79 
  1019        1:? 2:atempora       0.895 
  1020        1:? 2:atempora       0.989 
  1021        1:? 2:atempora       0.678 
  1022        1:? 1:temporal       0.782 
  1023        1:? 2:atempora       0.998 
  1024        1:? 1:temporal       0.905 
  1025        1:? 2:atempora       1 
  1026        1:? 2:atempora       0.969 
  1027        1:? 1:temporal       0.92 
  1028        1:? 1:temporal       0.63 
  1029        1:? 2:atempora       0.626 
  1030        1:? 2:atempora       1 
  1031        1:? 2:atempora       1 
  1032        1:? 2:atempora       0.907 
  1033        1:? 2:atempora       0.997 
  1034        1:? 1:temporal       0.726 
  1035        1:? 2:atempora       0.977 
  1036        1:? 1:temporal       0.83 
  1037        1:? 2:atempora       0.839 
  1038        1:? 2:atempora       0.918 
  1039        1:? 2:atempora       1 
  1040        1:? 1:temporal       0.95 
  1041        1:? 2:atempora       0.907 
  1042        1:? 2:atempora       0.999 
  1043        1:? 1:temporal       0.889 
  1044        1:? 1:temporal       0.63 
  1045        1:? 2:atempora       1 
  1046        1:? 1:temporal       0.857 
  1047        1:? 2:atempora       0.952 
  1048        1:? 2:atempora       0.678 
  1049        1:? 2:atempora       0.852 
  1050        1:? 2:atempora       0.978 
  1051        1:? 1:temporal       0.63 
  1052        1:? 1:temporal       0.808 
  1053        1:? 2:atempora       0.972 
  1054        1:? 2:atempora       1 
  1055        1:? 1:temporal       0.63 
  1056        1:? 2:atempora       0.989 
  1057        1:? 2:atempora       1 
  1058        1:? 2:atempora       0.678 
  1059        1:? 2:atempora       1 
  1060        1:? 2:atempora       1 
  1061        1:? 2:atempora       1 
  1062        1:? 2:atempora       0.999 
  1063        1:? 2:atempora       0.977 
  1064        1:? 2:atempora       0.992 
  1065        1:? 2:atempora       1 
  1066        1:? 2:atempora       1 
  1067        1:? 2:atempora       0.977 
  1068        1:? 1:temporal       0.877 
  1069        1:? 2:atempora       0.999 
  1070        1:? 2:atempora       1 
  1071        1:? 2:atempora       0.617 
  1072        1:? 2:atempora       0.942 
  1073        1:? 2:atempora       0.559 
  1074        1:? 2:atempora       0.992 
  1075        1:? 2:atempora       0.991 
  1076        1:? 2:atempora       0.999 
  1077        1:? 1:temporal       0.898 
  1078        1:? 2:atempora       1 
  1079        1:? 1:temporal       0.63 
  1080        1:? 2:atempora       0.998 
  1081        1:? 1:temporal       0.626 
  1082        1:? 2:atempora       1 
  1083        1:? 1:temporal       0.576 
  1084        1:? 2:atempora       0.966 
  1085        1:? 2:atempora       0.972 
  1086        1:? 2:atempora       0.906 
  1087        1:? 2:atempora       0.568 
  1088        1:? 2:atempora       0.865 
  1089        1:? 2:atempora       0.678 
  1090        1:? 2:atempora       0.992 
  1091        1:? 2:atempora       0.678 
  1092        1:? 2:atempora       0.954 
  1093        1:? 2:atempora       0.839 
  1094        1:? 2:atempora       0.994 
  1095        1:? 2:atempora       0.824 
  1096        1:? 2:atempora       0.999 
  1097        1:? 2:atempora       0.997 
