

=== Predictions on test data ===

 inst#     actual  predicted error prediction
   775        1:? 1:temporal       0.588 
   776        1:? 2:atempora       0.706 
   777        1:? 1:temporal       0.703 
   778        1:? 1:temporal       0.555 
   779        1:? 2:atempora       0.556 
   780        1:? 2:atempora       0.657 
   781        1:? 1:temporal       0.57 
   782        1:? 1:temporal       0.603 
   783        1:? 1:temporal       0.679 
   784        1:? 1:temporal       0.643 
   785        1:? 2:atempora       0.546 
   786        1:? 1:temporal       0.638 
   787        1:? 1:temporal       0.555 
   788        1:? 2:atempora       0.721 
   789        1:? 1:temporal       0.583 
   790        1:? 2:atempora       0.72 
   791        1:? 2:atempora       0.875 
   792        1:? 1:temporal       0.529 
   793        1:? 1:temporal       0.663 
   794        1:? 1:temporal       0.579 
   795        1:? 1:temporal       0.576 
   796        1:? 1:temporal       0.547 
   797        1:? 2:atempora       0.711 
   798        1:? 2:atempora       0.71 
   799        1:? 1:temporal       0.547 
   800        1:? 1:temporal       0.632 
   801        1:? 1:temporal       0.63 
   802        1:? 1:temporal       0.642 
   803        1:? 2:atempora       0.51 
   804        1:? 2:atempora       0.736 
   805        1:? 2:atempora       0.744 
   806        1:? 1:temporal       0.617 
   807        1:? 1:temporal       0.661 
   808        1:? 1:temporal       0.632 
   809        1:? 2:atempora       0.601 
   810        1:? 1:temporal       0.682 
   811        1:? 2:atempora       0.693 
   812        1:? 1:temporal       0.609 
   813        1:? 2:atempora       0.629 
   814        1:? 1:temporal       0.783 
   815        1:? 2:atempora       0.834 
   816        1:? 1:temporal       0.509 
   817        1:? 2:atempora       0.8 
   818        1:? 1:temporal       0.566 
   819        1:? 1:temporal       0.643 
   820        1:? 2:atempora       0.619 
   821        1:? 2:atempora       0.663 
   822        1:? 2:atempora       0.514 
   823        1:? 1:temporal       0.674 
   824        1:? 1:temporal       0.638 
   825        1:? 1:temporal       0.648 
   826        1:? 1:temporal       0.684 
   827        1:? 1:temporal       0.58 
   828        1:? 2:atempora       0.645 
   829        1:? 2:atempora       0.547 
   830        1:? 1:temporal       0.638 
   831        1:? 2:atempora       0.648 
   832        1:? 1:temporal       0.588 
   833        1:? 2:atempora       0.558 
   834        1:? 1:temporal       0.812 
   835        1:? 1:temporal       0.663 
   836        1:? 1:temporal       0.823 
   837        1:? 2:atempora       0.901 
   838        1:? 1:temporal       0.61 
   839        1:? 1:temporal       0.644 
   840        1:? 2:atempora       0.543 
   841        1:? 2:atempora       0.57 
   842        1:? 1:temporal       0.587 
   843        1:? 2:atempora       0.654 
   844        1:? 1:temporal       0.523 
   845        1:? 2:atempora       0.522 
   846        1:? 2:atempora       0.846 
   847        1:? 1:temporal       0.643 
   848        1:? 1:temporal       0.646 
   849        1:? 2:atempora       0.722 
   850        1:? 1:temporal       0.749 
   851        1:? 1:temporal       0.674 
   852        1:? 1:temporal       0.542 
   853        1:? 2:atempora       0.622 
   854        1:? 2:atempora       0.831 
   855        1:? 1:temporal       0.837 
   856        1:? 2:atempora       0.634 
   857        1:? 1:temporal       0.547 
   858        1:? 2:atempora       0.63 
   859        1:? 1:temporal       0.574 
   860        1:? 1:temporal       0.547 
   861        1:? 2:atempora       0.67 
   862        1:? 2:atempora       0.878 
   863        1:? 2:atempora       0.724 
   864        1:? 1:temporal       0.645 
   865        1:? 1:temporal       0.508 
   866        1:? 1:temporal       0.543 
   867        1:? 1:temporal       0.547 
   868        1:? 2:atempora       0.796 
   869        1:? 1:temporal       0.643 
   870        1:? 2:atempora       0.617 
   871        1:? 2:atempora       0.517 
   872        1:? 1:temporal       0.568 
   873        1:? 1:temporal       0.542 
   874        1:? 1:temporal       0.574 
   875        1:? 1:temporal       0.619 
   876        1:? 1:temporal       0.788 
   877        1:? 2:atempora       0.902 
   878        1:? 2:atempora       0.538 
   879        1:? 2:atempora       0.535 
   880        1:? 1:temporal       0.672 
   881        1:? 2:atempora       0.618 
   882        1:? 2:atempora       0.571 
   883        1:? 1:temporal       0.729 
   884        1:? 2:atempora       0.645 
   885        1:? 1:temporal       0.691 
   886        1:? 1:temporal       0.5 
   887        1:? 1:temporal       0.638 
   888        1:? 1:temporal       0.588 
   889        1:? 1:temporal       0.619 
   890        1:? 2:atempora       0.532 
   891        1:? 1:temporal       0.592 
   892        1:? 2:atempora       0.584 
   893        1:? 1:temporal       0.805 
   894        1:? 1:temporal       0.672 
   895        1:? 1:temporal       0.544 
   896        1:? 2:atempora       0.515 
   897        1:? 1:temporal       0.67 
   898        1:? 1:temporal       0.624 
   899        1:? 2:atempora       0.662 
   900        1:? 2:atempora       0.514 
   901        1:? 2:atempora       0.738 
   902        1:? 2:atempora       0.951 
   903        1:? 2:atempora       0.562 
   904        1:? 1:temporal       0.566 
   905        1:? 2:atempora       0.538 
   906        1:? 2:atempora       0.846 
   907        1:? 2:atempora       0.862 
   908        1:? 1:temporal       0.699 
   909        1:? 2:atempora       0.681 
   910        1:? 2:atempora       0.799 
   911        1:? 1:temporal       0.544 
   912        1:? 2:atempora       0.558 
   913        1:? 1:temporal       0.643 
   914        1:? 2:atempora       0.566 
   915        1:? 1:temporal       0.787 
   916        1:? 2:atempora       0.804 
   917        1:? 2:atempora       0.542 
   918        1:? 1:temporal       0.632 
   919        1:? 2:atempora       0.511 
   920        1:? 1:temporal       0.643 
   921        1:? 2:atempora       0.644 
   922        1:? 1:temporal       0.595 
   923        1:? 1:temporal       0.5 
   924        1:? 1:temporal       0.58 
   925        1:? 1:temporal       0.517 
   926        1:? 1:temporal       0.734 
   927        1:? 1:temporal       0.601 
   928        1:? 2:atempora       0.639 
   929        1:? 1:temporal       0.603 
   930        1:? 2:atempora       0.692 
   931        1:? 1:temporal       0.783 
   932        1:? 1:temporal       0.543 
   933        1:? 1:temporal       0.666 
   934        1:? 1:temporal       0.706 
   935        1:? 1:temporal       0.54 
   936        1:? 1:temporal       0.675 
   937        1:? 1:temporal       0.692 
   938        1:? 1:temporal       0.563 
   939        1:? 2:atempora       0.95 
   940        1:? 1:temporal       0.561 
   941        1:? 1:temporal       0.632 
   942        1:? 2:atempora       0.578 
   943        1:? 2:atempora       0.741 
   944        1:? 2:atempora       0.558 
   945        1:? 1:temporal       0.761 
   946        1:? 1:temporal       0.507 
   947        1:? 1:temporal       0.742 
   948        1:? 2:atempora       0.544 
   949        1:? 2:atempora       0.753 
   950        1:? 2:atempora       0.898 
   951        1:? 1:temporal       0.677 
   952        1:? 1:temporal       0.638 
   953        1:? 1:temporal       0.649 
   954        1:? 2:atempora       0.628 
   955        1:? 2:atempora       0.65 
   956        1:? 2:atempora       0.617 
   957        1:? 1:temporal       0.7 
   958        1:? 1:temporal       0.723 
   959        1:? 2:atempora       0.586 
   960        1:? 1:temporal       0.632 
   961        1:? 2:atempora       0.538 
   962        1:? 2:atempora       0.559 
   963        1:? 2:atempora       0.559 
   964        1:? 2:atempora       0.584 
   965        1:? 1:temporal       0.646 
   966        1:? 1:temporal       0.662 
   967        1:? 2:atempora       0.599 
   968        1:? 2:atempora       0.52 
   969        1:? 2:atempora       0.691 
   970        1:? 1:temporal       0.612 
   971        1:? 1:temporal       0.672 
   972        1:? 2:atempora       0.619 
   973        1:? 2:atempora       0.632 
   974        1:? 1:temporal       0.535 
   975        1:? 2:atempora       0.515 
   976        1:? 2:atempora       0.662 
   977        1:? 1:temporal       0.508 
   978        1:? 1:temporal       0.673 
   979        1:? 1:temporal       0.73 
   980        1:? 1:temporal       0.603 
   981        1:? 2:atempora       0.515 
   982        1:? 2:atempora       0.557 
   983        1:? 1:temporal       0.674 
   984        1:? 2:atempora       0.628 
   985        1:? 2:atempora       0.629 
   986        1:? 2:atempora       0.543 
   987        1:? 1:temporal       0.809 
   988        1:? 2:atempora       0.705 
   989        1:? 1:temporal       0.643 
   990        1:? 1:temporal       0.82 
   991        1:? 2:atempora       0.695 
   992        1:? 1:temporal       0.673 
   993        1:? 2:atempora       0.636 
   994        1:? 2:atempora       0.79 
   995        1:? 1:temporal       0.637 
   996        1:? 1:temporal       0.643 
   997        1:? 1:temporal       0.58 
   998        1:? 2:atempora       0.516 
   999        1:? 1:temporal       0.625 
  1000        1:? 1:temporal       0.637 
  1001        1:? 1:temporal       0.575 
  1002        1:? 2:atempora       0.636 
  1003        1:? 2:atempora       0.719 
  1004        1:? 1:temporal       0.583 
  1005        1:? 1:temporal       0.673 
  1006        1:? 1:temporal       0.699 
  1007        1:? 2:atempora       0.514 
  1008        1:? 2:atempora       0.665 
  1009        1:? 1:temporal       0.62 
  1010        1:? 1:temporal       0.601 
  1011        1:? 1:temporal       0.519 
  1012        1:? 2:atempora       0.734 
  1013        1:? 1:temporal       0.644 
  1014        1:? 1:temporal       0.539 
  1015        1:? 1:temporal       0.583 
  1016        1:? 1:temporal       0.55 
  1017        1:? 1:temporal       0.535 
  1018        1:? 2:atempora       0.59 
  1019        1:? 2:atempora       0.766 
  1020        1:? 2:atempora       0.523 
  1021        1:? 1:temporal       0.643 
  1022        1:? 1:temporal       0.72 
  1023        1:? 2:atempora       0.861 
  1024        1:? 1:temporal       0.703 
  1025        1:? 2:atempora       0.73 
  1026        1:? 1:temporal       0.679 
  1027        1:? 1:temporal       0.541 
  1028        1:? 1:temporal       0.583 
  1029        1:? 2:atempora       0.666 
  1030        1:? 2:atempora       0.528 
  1031        1:? 2:atempora       0.695 
  1032        1:? 1:temporal       0.547 
  1033        1:? 1:temporal       0.512 
  1034        1:? 1:temporal       0.762 
  1035        1:? 1:temporal       0.713 
  1036        1:? 1:temporal       0.8 
  1037        1:? 1:temporal       0.591 
  1038        1:? 1:temporal       0.508 
  1039        1:? 1:temporal       0.54 
  1040        1:? 1:temporal       0.749 
  1041        1:? 2:atempora       0.65 
  1042        1:? 2:atempora       0.68 
  1043        1:? 1:temporal       0.668 
  1044        1:? 1:temporal       0.583 
  1045        1:? 2:atempora       0.757 
  1046        1:? 1:temporal       0.674 
  1047        1:? 2:atempora       0.56 
  1048        1:? 1:temporal       0.643 
  1049        1:? 2:atempora       0.515 
  1050        1:? 2:atempora       0.827 
  1051        1:? 1:temporal       0.583 
  1052        1:? 1:temporal       0.649 
  1053        1:? 2:atempora       0.558 
  1054        1:? 2:atempora       0.584 
  1055        1:? 1:temporal       0.583 
  1056        1:? 2:atempora       0.577 
  1057        1:? 2:atempora       0.682 
  1058        1:? 2:atempora       0.515 
  1059        1:? 2:atempora       0.605 
  1060        1:? 2:atempora       0.906 
  1061        1:? 2:atempora       0.753 
  1062        1:? 2:atempora       0.729 
  1063        1:? 2:atempora       0.547 
  1064        1:? 1:temporal       0.615 
  1065        1:? 2:atempora       0.911 
  1066        1:? 2:atempora       0.541 
  1067        1:? 2:atempora       0.704 
  1068        1:? 1:temporal       0.694 
  1069        1:? 2:atempora       0.518 
  1070        1:? 1:temporal       0.5 
  1071        1:? 1:temporal       0.762 
  1072        1:? 2:atempora       0.575 
  1073        1:? 1:temporal       0.602 
  1074        1:? 2:atempora       0.692 
